departamento,municipio,año,area_cosechada_ha,produccion_t,rendimiento_kg_ha,anio
Quindio,BUENAVISTA,2022,692.15,672.73,970.0,2022
Quindio,BUENAVISTA,2023,498.99,706.21,1420.0,2023
Quindio,BUENAVISTA,2024,531.45,934.06,1760.0,2024
Quindio,CALARCÁ,2019,2348.0,3110.0,1320.0,2019
Quindio,CALARCÁ,2020,2545.0,3116.0,1220.0,2020
Quindio,CALARCÁ,2021,2353.51,2353.51,1000.0,2021
Quindio,CALARCÁ,2022,2223.39,2214.25,1000.0,2022
Quindio,CALARCÁ,2023,2245.74,2545.84,1130.0,2023
Quindio,CALARCÁ,2024,2075.72,2903.16,1400.0,2024
Quindio,CIRCASIA,2019,1178.43,1473.04,1250.0,2019
Quindio,CIRCASIA,2020,1138.0,1408.0,1240.0,2020
Quindio,CIRCASIA,2021,1102.75,1157.89,1050.0,2021
Quindio,CIRCASIA,2022,1109.11,893.7,810.0,2022
Quindio,CIRCASIA,2023,1059.56,1018.06,960.0,2023
Quindio,CIRCASIA,2024,1080.22,1283.53,1190.0,2024
Quindio,CÓRDOBA,2019,1183.0,1533.0,1300.0,2019
Quindio,CÓRDOBA,2020,1171.0,1404.0,1200.0,2020
Quindio,CÓRDOBA,2021,1144.58,1144.58,1000.0,2021
Quindio,CÓRDOBA,2022,1100.23,834.35,760.0,2022
Quindio,CÓRDOBA,2023,1120.28,962.14,860.0,2023
Quindio,CÓRDOBA,2024,1081.58,1338.7,1240.0,2024
Quindio,FILANDIA,2019,1277.0,1619.0,1270.0,2019
Quindio,FILANDIA,2020,1382.76,1382.76,1000.0,2020
Quindio,FILANDIA,2021,1249.52,1137.06,910.0,2021
Quindio,FILANDIA,2022,1237.19,1080.56,870.0,2022
Quindio,FILANDIA,2023,1243.31,984.54,790.0,2023
Quindio,FILANDIA,2024,1219.43,1373.48,1130.0,2024
Quindio,GÉNOVA,2019,2682.0,3478.0,1300.0,2019
Quindio,GÉNOVA,2020,2660.0,3188.0,1200.0,2020
Quindio,GÉNOVA,2021,2563.0,2563.0,1000.0,2021
Quindio,GÉNOVA,2022,2373.99,2498.66,1050.0,2022
Quindio,GÉNOVA,2023,2325.21,2076.03,890.0,2023
Quindio,GÉNOVA,2024,2311.05,2860.44,1240.0,2024
Quindio,LA TEBAIDA,2019,279.12,446.59,1600.0,2019
Quindio,LA TEBAIDA,2020,419.0,525.0,1250.0,2020
Quindio,LA TEBAIDA,2021,426.14,464.49,1090.0,2021
Quindio,LA TEBAIDA,2022,415.4,525.3,1260.0,2022
Quindio,LA TEBAIDA,2023,254.62,598.01,2350.0,2023
Quindio,LA TEBAIDA,2024,292.76,392.3,1340.0,2024
Quindio,MONTENEGRO,2019,714.0,964.0,1350.0,2019
Quindio,MONTENEGRO,2020,786.0,981.0,1250.0,2020
Quindio,MONTENEGRO,2021,786.07,856.82,1090.0,2021
Quindio,MONTENEGRO,2022,789.43,901.98,1140.0,2022
Quindio,MONTENEGRO,2023,781.19,763.75,980.0,2023
Quindio,MONTENEGRO,2024,776.63,961.25,1240.0,2024
Quindio,PIJAO,2019,1223.35,1529.19,1250.0,2019
Quindio,PIJAO,2020,1188.0,1436.0,1210.0,2020
Quindio,PIJAO,2021,1167.61,1331.08,1140.0,2021
Quindio,PIJAO,2022,1247.68,1085.54,870.0,2022
Quindio,PIJAO,2023,1274.68,1261.1,990.0,2023
Quindio,PIJAO,2024,1212.82,1651.25,1360.0,2024
Quindio,QUIMBAYA,2019,1681.0,2387.02,1420.0,2019
Quindio,QUIMBAYA,2020,1797.0,2246.0,1250.0,2020
Quindio,QUIMBAYA,2021,1739.01,1982.47,1140.0,2021
Quindio,QUIMBAYA,2022,1559.4,1470.32,940.0,2022
Quindio,QUIMBAYA,2023,1546.1,2187.5,1410.0,2023
Quindio,QUIMBAYA,2024,1603.15,2797.8,1750.0,2024
Quindio,SALENTO,2019,498.0,649.0,1300.0,2019
Quindio,SALENTO,2020,512.0,616.0,1200.0,2020
Quindio,SALENTO,2021,352.76,384.51,1090.0,2021
Quindio,SALENTO,2022,369.33,303.71,820.0,2022
Quindio,SALENTO,2023,386.02,368.5,950.0,2023
Quindio,SALENTO,2024,375.26,464.47,1240.0,2024
Narino,PASTO,2019,277.13,308.0,1110.0,2019
Narino,PASTO,2020,311.0,186.6,600.0,2020
Narino,PASTO,2021,294.83,427.5,1450.0,2021
Narino,PASTO,2022,282.6,385.77,1370.0,2022
Narino,PASTO,2023,262.44,392.61,1500.0,2023
Narino,PASTO,2024,200.2,371.69,1860.0,2024
Narino,ALBÁN,2019,1626.0,2120.0,1300.0,2019
Narino,ALBÁN,2020,1660.0,2000.0,1200.0,2020
Narino,ALBÁN,2021,1652.53,1801.26,1090.0,2021
Narino,ALBÁN,2022,1577.89,1551.95,980.0,2022
Narino,ALBÁN,2023,1604.95,1342.82,840.0,2023
Narino,ALBÁN,2024,1536.66,1616.67,1050.0,2024
Narino,ANCUYA,2019,298.41,358.28,1200.0,2019
Narino,ANCUYA,2020,326.0,197.0,600.0,2020
Narino,ANCUYA,2021,331.08,360.88,1090.0,2021
Narino,ANCUYA,2022,323.79,215.25,660.0,2022
Narino,ANCUYA,2023,322.66,270.58,840.0,2023
Narino,ANCUYA,2024,329.1,325.87,990.0,2024
Narino,ARBOLEDA,2019,1563.0,2069.0,1320.0,2019
Narino,ARBOLEDA,2020,1608.0,1969.0,1220.0,2020
Narino,ARBOLEDA,2021,1580.97,1754.88,1110.0,2021
Narino,ARBOLEDA,2022,1451.32,1389.0,960.0,2022
Narino,ARBOLEDA,2023,1471.6,1516.7,1030.0,2023
Narino,ARBOLEDA,2024,1410.2,1658.17,1180.0,2024
Narino,BELÉN,2024,126.0,140.36,1110.0,2024
Narino,BUESACO,2019,2496.0,3315.0,1330.0,2019
Narino,BUESACO,2020,2599.0,3191.0,1230.0,2020
Narino,BUESACO,2021,2682.89,3004.84,1120.0,2021
Narino,BUESACO,2022,2624.97,2621.57,1000.0,2022
Narino,BUESACO,2023,2669.76,2525.12,950.0,2023
Narino,BUESACO,2024,2741.24,3223.26,1180.0,2024
Narino,COLÓN,2019,1803.0,2341.0,1300.0,2019
Narino,COLÓN,2020,1867.0,448.2,240.0,2020
Narino,COLÓN,2021,1903.79,2075.13,1090.0,2021
Narino,COLÓN,2022,1816.29,1657.75,910.0,2022
Narino,COLÓN,2023,1805.48,2470.04,1370.0,2023
Narino,COLÓN,2024,1598.32,2769.6,1730.0,2024
Narino,CONSACÁ,2019,1565.0,1990.0,1270.0,2019
Narino,CONSACÁ,2020,1771.0,2072.07,1170.0,2020
Narino,CONSACÁ,2021,1547.35,1547.35,1000.0,2021
Narino,CONSACÁ,2022,1507.32,686.18,460.0,2022
Narino,CONSACÁ,2023,1433.83,1330.91,930.0,2023
Narino,CONSACÁ,2024,1401.25,1647.65,1180.0,2024
Narino,CUMBAL,2019,48.0,14.4,300.0,2019
Narino,CUMBAL,2020,46.0,13.8,300.0,2020
Narino,CUMBAL,2021,47.0,32.43,690.0,2021
Narino,CUMBAL,2022,37.0,22.2,600.0,2022
Narino,CUMBAL,2023,37.0,22.2,600.0,2023
Narino,CUMBAL,2024,37.0,22.2,600.0,2024
Narino,CUMBITARA,2019,66.0,86.0,1300.0,2019
Narino,CUMBITARA,2020,69.0,83.0,1200.0,2020
Narino,CUMBITARA,2021,66.05,71.99,1090.0,2021
Narino,CUMBITARA,2023,66.54,42.67,640.0,2023
Narino,CUMBITARA,2024,60.74,48.11,790.0,2024
Narino,CHACHAGÜÍ,2019,390.0,499.0,1280.0,2019
Narino,CHACHAGÜÍ,2020,411.0,486.0,1180.0,2020
Narino,CHACHAGÜÍ,2021,418.49,380.83,910.0,2021
Narino,CHACHAGÜÍ,2022,409.56,192.75,470.0,2022
Narino,CHACHAGÜÍ,2023,397.26,189.73,480.0,2023
Narino,CHACHAGÜÍ,2024,363.22,269.74,740.0,2024
Narino,EL PEÑOL,2019,529.0,682.0,1290.0,2019
Narino,EL PEÑOL,2020,533.0,635.0,1190.0,2020
Narino,EL PEÑOL,2021,503.37,578.88,1150.0,2021
Narino,EL PEÑOL,2022,474.17,459.1,970.0,2022
Narino,EL PEÑOL,2023,487.19,519.01,1070.0,2023
Narino,EL PEÑOL,2024,484.78,567.27,1170.0,2024
Narino,EL ROSARIO,2019,664.0,857.0,1290.0,2019
Narino,EL ROSARIO,2020,673.0,401.5,600.0,2020
Narino,EL ROSARIO,2021,594.09,409.92,690.0,2021
Narino,EL ROSARIO,2022,500.41,358.75,720.0,2022
Narino,EL ROSARIO,2023,503.18,328.21,650.0,2023
Narino,EL ROSARIO,2024,549.63,442.19,800.0,2024
Narino,EL TABLÓN DE GÓMEZ,2019,1584.0,2075.0,1310.0,2019
Narino,EL TABLÓN DE GÓMEZ,2020,1647.0,1994.0,1210.0,2020
Narino,EL TABLÓN DE GÓMEZ,2021,1608.99,1898.61,1180.0,2021
Narino,EL TABLÓN DE GÓMEZ,2022,1554.96,1746.33,1120.0,2022
Narino,EL TABLÓN DE GÓMEZ,2023,1623.83,1573.6,970.0,2023
Narino,EL TABLÓN DE GÓMEZ,2024,1629.65,1956.55,1200.0,2024
Narino,EL TAMBO,2019,815.69,995.46,1220.0,2019
Narino,EL TAMBO,2020,853.0,956.0,1120.0,2020
Narino,EL TAMBO,2021,788.82,804.6,1020.0,2021
Narino,EL TAMBO,2022,616.12,812.83,1320.0,2022
Narino,EL TAMBO,2023,641.42,643.4,1000.0,2023
Narino,EL TAMBO,2024,614.39,760.45,1240.0,2024
Narino,FUNES,2019,197.4,240.16,1220.0,2019
Narino,FUNES,2020,206.0,239.0,1160.0,2020
Narino,FUNES,2021,216.89,232.07,1070.0,2021
Narino,FUNES,2022,213.68,188.46,880.0,2022
Narino,FUNES,2023,208.89,180.7,870.0,2023
Narino,FUNES,2024,206.05,229.54,1110.0,2024
Narino,GUAITARILLA,2019,94.0,119.0,1270.0,2019
Narino,GUAITARILLA,2020,98.0,115.0,1170.0,2020
Narino,GUAITARILLA,2021,98.88,107.78,1090.0,2021
Narino,GUAITARILLA,2022,99.31,82.84,830.0,2022
Narino,GUAITARILLA,2023,111.31,76.44,690.0,2023
Narino,GUAITARILLA,2024,117.4,100.27,850.0,2024
Narino,ILES,2019,10.0,10.0,1000.0,2019
Narino,ILES,2020,10.0,10.0,1000.0,2020
Narino,ILES,2021,9.64,8.77,910.0,2021
Narino,ILES,2022,9.18,7.32,800.0,2022
Narino,ILES,2023,5.73,7.08,1240.0,2023
Narino,ILES,2024,5.96,9.15,1540.0,2024
Narino,IMUÉS,2019,9.0,11.0,1220.0,2019
Narino,IMUÉS,2020,9.0,1.94,220.0,2020
Narino,IMUÉS,2021,8.23,8.07,980.0,2021
Narino,IMUÉS,2022,8.89,3.11,350.0,2022
Narino,IMUÉS,2023,6.1,3.45,570.0,2023
Narino,IMUÉS,2024,8.96,6.21,690.0,2024
Narino,LA CRUZ,2019,194.0,252.0,1300.0,2019
Narino,LA CRUZ,2020,192.0,231.0,1200.0,2020
Narino,LA CRUZ,2021,221.26,241.17,1090.0,2021
Narino,LA CRUZ,2022,235.01,192.14,820.0,2022
Narino,LA CRUZ,2023,232.18,242.19,1040.0,2023
Narino,LA CRUZ,2024,239.31,296.2,1240.0,2024
Narino,LA FLORIDA,2019,1072.0,1357.0,1270.0,2019
Narino,LA FLORIDA,2020,1123.0,1314.0,1170.0,2020
Narino,LA FLORIDA,2021,1092.04,1092.04,1000.0,2021
Narino,LA FLORIDA,2022,1047.3,1217.09,1160.0,2022
Narino,LA FLORIDA,2023,1025.65,997.82,970.0,2023
Narino,LA FLORIDA,2024,930.01,1024.48,1100.0,2024
Narino,LA LLANADA,2019,55.0,66.0,1200.0,2019
Narino,LA LLANADA,2020,55.0,66.0,1200.0,2020
Narino,LA LLANADA,2021,55.0,69.85,1270.0,2021
Narino,LA LLANADA,2022,55.0,69.85,1270.0,2022
Narino,LA LLANADA,2023,55.5,44.4,800.0,2023
Narino,LA LLANADA,2024,65.34,64.7,990.0,2024
Narino,LA UNIÓN,2019,3709.0,4850.0,1310.0,2019
Narino,LA UNIÓN,2020,3752.0,4536.0,1210.0,2020
Narino,LA UNIÓN,2021,3850.12,3850.12,1000.0,2021
Narino,LA UNIÓN,2022,3651.82,3388.71,930.0,2022
Narino,LA UNIÓN,2023,3559.03,3028.0,850.0,2023
Narino,LA UNIÓN,2024,3268.68,3519.78,1080.0,2024
Narino,LEIVA,2019,631.0,815.0,1290.0,2019
Narino,LEIVA,2020,658.0,314.8,480.0,2020
Narino,LEIVA,2021,616.67,370.0,600.0,2021
Narino,LEIVA,2022,575.16,411.75,720.0,2022
Narino,LEIVA,2023,594.96,485.48,820.0,2023
Narino,LEIVA,2024,580.91,560.83,970.0,2024
Narino,LINARES,2019,606.0,786.0,1300.0,2019
Narino,LINARES,2020,589.0,706.0,1200.0,2020
Narino,LINARES,2021,548.0,597.32,1090.0,2021
Narino,LINARES,2022,518.57,782.99,1510.0,2022
Narino,LINARES,2023,515.85,544.18,1050.0,2023
Narino,LINARES,2024,463.52,590.93,1270.0,2024
Narino,LOS ANDES,2019,538.0,704.0,1310.0,2019
Narino,LOS ANDES,2020,569.0,275.2,480.0,2020
Narino,LOS ANDES,2021,497.2,343.07,690.0,2021
Narino,LOS ANDES,2022,448.76,201.77,450.0,2022
Narino,LOS ANDES,2023,447.15,316.37,710.0,2023
Narino,LOS ANDES,2024,354.73,316.13,890.0,2024
Narino,MALLAMA,2019,40.0,51.0,1270.0,2019
Narino,MALLAMA,2020,39.0,47.0,1210.0,2020
Narino,MALLAMA,2021,34.98,31.83,910.0,2021
Narino,MALLAMA,2022,39.64,19.85,500.0,2022
Narino,MALLAMA,2023,40.13,20.32,510.0,2023
Narino,MALLAMA,2024,43.02,27.16,630.0,2024
Narino,POLICARPA,2019,208.0,259.0,1250.0,2019
Narino,POLICARPA,2020,211.0,243.0,1150.0,2020
Narino,POLICARPA,2021,212.35,212.35,1000.0,2021
Narino,POLICARPA,2022,205.97,228.38,1110.0,2022
Narino,POLICARPA,2023,217.17,178.89,820.0,2023
Narino,POLICARPA,2024,191.29,213.09,1110.0,2024
Narino,PROVIDENCIA,2019,78.01,58.35,750.0,2019
Narino,PROVIDENCIA,2020,84.0,102.0,1210.0,2020
Narino,PROVIDENCIA,2021,86.12,93.87,1090.0,2021
Narino,PROVIDENCIA,2022,84.03,89.53,1070.0,2022
Narino,PROVIDENCIA,2023,91.61,99.67,1090.0,2023
Narino,PROVIDENCIA,2024,98.91,134.66,1360.0,2024
Narino,RICAURTE,2019,2.0,2.0,1000.0,2019
Narino,RICAURTE,2020,2.0,2.0,1000.0,2020
Narino,RICAURTE,2021,1.09,0.99,910.0,2021
Narino,RICAURTE,2022,1.09,0.54,500.0,2022
Narino,RICAURTE,2023,1.42,0.47,330.0,2023
Narino,RICAURTE,2024,1.42,0.88,620.0,2024
Narino,SAMANIEGO,2019,1291.0,1679.0,1300.0,2019
Narino,SAMANIEGO,2020,1352.0,1624.0,1200.0,2020
Narino,SAMANIEGO,2021,1342.5,1463.32,1090.0,2021
Narino,SAMANIEGO,2022,1254.81,138.72,110.0,2022
Narino,SAMANIEGO,2023,1242.16,921.57,740.0,2023
Narino,SAMANIEGO,2024,1140.51,1157.55,1010.0,2024
Narino,SANDONÁ,2019,1059.0,1396.0,1320.0,2019
Narino,SANDONÁ,2020,1073.0,1308.0,1220.0,2020
Narino,SANDONÁ,2021,1025.95,707.91,690.0,2021
Narino,SANDONÁ,2022,940.62,745.4,790.0,2022
Narino,SANDONÁ,2023,971.22,658.05,680.0,2023
Narino,SANDONÁ,2024,973.98,819.76,840.0,2024
Narino,SAN BERNARDO,2019,286.31,343.9,1200.0,2019
Narino,SAN BERNARDO,2020,211.0,245.0,1160.0,2020
Narino,SAN BERNARDO,2021,247.5,378.68,1530.0,2021
Narino,SAN BERNARDO,2022,265.93,308.06,1160.0,2022
Narino,SAN BERNARDO,2023,299.57,269.76,900.0,2023
Narino,SAN BERNARDO,2024,324.95,361.99,1110.0,2024
Narino,SAN LORENZO,2019,2861.0,3719.0,1300.0,2019
Narino,SAN LORENZO,2020,2948.0,3543.0,1200.0,2020
Narino,SAN LORENZO,2021,3012.05,3012.05,1000.0,2021
Narino,SAN LORENZO,2022,2930.48,2549.91,870.0,2022
Narino,SAN LORENZO,2023,2902.61,2543.06,880.0,2023
Narino,SAN LORENZO,2024,2798.54,3048.17,1090.0,2024
Narino,SAN PABLO,2019,1001.0,1290.0,1290.0,2019
Narino,SAN PABLO,2020,1003.0,1194.0,1190.0,2020
Narino,SAN PABLO,2021,1007.82,1531.89,1520.0,2021
Narino,SAN PABLO,2022,989.38,1329.38,1340.0,2022
Narino,SAN PABLO,2023,1026.44,1029.85,1000.0,2023
Narino,SAN PABLO,2024,1026.99,1273.47,1240.0,2024
Narino,SAN PEDRO DE CARTAGO,2019,554.12,599.58,1080.0,2019
Narino,SAN PEDRO DE CARTAGO,2020,636.0,763.2,1200.0,2020
Narino,SAN PEDRO DE CARTAGO,2021,642.02,616.34,960.0,2021
Narino,SAN PEDRO DE CARTAGO,2022,623.73,485.14,780.0,2022
Narino,SAN PEDRO DE CARTAGO,2023,636.63,463.63,730.0,2023
Narino,SAN PEDRO DE CARTAGO,2024,634.55,549.77,870.0,2024
Narino,SANTACRUZ,2019,123.96,166.89,1350.0,2019
Narino,SANTACRUZ,2020,136.0,163.0,1200.0,2020
Narino,SANTACRUZ,2021,124.88,136.12,1090.0,2021
Narino,SANTACRUZ,2022,124.54,104.55,840.0,2022
Narino,SANTACRUZ,2023,133.58,123.3,920.0,2023
Narino,SANTACRUZ,2024,138.02,157.17,1140.0,2024
Narino,TAMINANGO,2019,1334.0,1759.0,1320.0,2019
Narino,TAMINANGO,2020,1463.0,1782.0,1220.0,2020
Narino,TAMINANGO,2021,1461.87,1725.01,1180.0,2021
Narino,TAMINANGO,2022,1375.46,1507.49,1100.0,2022
Narino,TAMINANGO,2023,1384.59,1417.16,1020.0,2023
Narino,TAMINANGO,2024,1336.97,1489.32,1110.0,2024
Narino,TANGUA,2019,85.0,54.5,640.0,2019
Narino,TANGUA,2020,92.0,21.6,230.0,2020
Narino,TANGUA,2021,92.66,109.34,1180.0,2021
Narino,TANGUA,2022,96.15,75.82,790.0,2022
Narino,TANGUA,2023,104.41,92.35,880.0,2023
Narino,TANGUA,2024,109.53,119.3,1090.0,2024
Narino,TÚQUERRES,2019,34.34,48.59,1410.0,2019
Narino,TÚQUERRES,2020,38.0,46.0,1210.0,2020
Narino,TÚQUERRES,2021,45.64,41.53,910.0,2021
Narino,TÚQUERRES,2022,53.02,24.44,460.0,2022
Narino,TÚQUERRES,2023,58.2,16.19,280.0,2023
Narino,TÚQUERRES,2024,62.48,21.65,350.0,2024
Narino,YACUANQUER,2019,371.0,483.0,1300.0,2019
Narino,YACUANQUER,2020,401.0,482.0,1200.0,2020
Narino,YACUANQUER,2021,415.92,415.92,1000.0,2021
Narino,YACUANQUER,2022,405.27,403.31,1000.0,2022
Narino,YACUANQUER,2023,431.52,355.02,820.0,2023
Narino,YACUANQUER,2024,464.81,471.75,1010.0,2024
